"","Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary.Quote","X"
"856","CMI","Cummins Inc.","223.32","$32.98B","n/a","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cmi",NA
"857","CURO","CURO Group Holdings Corp.","8.41","$343.84M","2017","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/curo",NA
"858","CW","Curtiss-Wright Corporation","97.83","$4.07B","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cw",NA
"859","SRV","Cushing MLP & Infrastructure Total Return Fund","17.39","$37.97M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/srv",NA
"860","SZC","Cushing NextGen Infrastructure Income Fund","29.85","$77.66M","2012","n/a","n/a","https://old.nasdaq.com/symbol/szc",NA
"861","CWK","Cushman & Wakefield plc","12.22","$2.7B","2018","Finance","Real Estate","https://old.nasdaq.com/symbol/cwk",NA
"862","CUBB","Customers Bancorp, Inc","23.8322","n/a","2019","Finance","Major Banks","https://old.nasdaq.com/symbol/cubb",NA
"863","CUBI","Customers Bancorp, Inc","12.69","$399.92M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cubi",NA
"864","CUBI^C","Customers Bancorp, Inc","23.4699","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cubi^c",NA
"865","CUBI^D","Customers Bancorp, Inc","24.68","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cubi^d",NA
"866","CUBI^E","Customers Bancorp, Inc","24.5","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cubi^e",NA
"867","CUBI^F","Customers Bancorp, Inc","24.28","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cubi^f",NA
"868","CVI","CVR Energy Inc.","13.18","$1.32B","2007","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/cvi",NA
"869","UAN","CVR Partners, LP","0.8136","$90.51M","2011","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/uan",NA
"870","CVS","CVS Health Corporation","59.4","$77.74B","n/a","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/cvs",NA
"871","CELP","Cypress Environmental Partners, L.P. ","2.3","$28.08M","2014","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/celp",NA
"872","DHI","D.R. Horton, Inc.","78.09","$28.4B","n/a","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/dhi",NA
"873","DEH","D8 Holdings Corp.","9.65","$416.16M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/deh",NA
"874","DEH.U","D8 Holdings Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/deh.u",NA
"875","DEH.WS","D8 Holdings Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/deh.ws",NA
"876","DAN","Dana Incorporated","15.08","$2.18B","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/dan",NA
"877","DHR","Danaher Corporation","226.06","$160.37B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/dhr",NA
"878","DHR^A","Danaher Corporation","1544.12","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dhr^a",NA
"879","DHR^B","Danaher Corporation","1303.61","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dhr^b",NA
"880","DAC","Danaos Corporation","8.41","$208.48M","2006","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/dac",NA
"881","DQ","DAQO New Energy Corp.","196.53","$2.73B","2010","Technology","Semiconductors","https://old.nasdaq.com/symbol/dq",NA
"882","DRI","Darden Restaurants, Inc.","101.99","$13.28B","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/dri",NA
"883","DAR","Darling Ingredients Inc.","42.35","$6.86B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/dar",NA
"884","DVA","DaVita Inc.","87.86","$10.72B","n/a","Health Care","Misc Health and Biotechnology Services","https://old.nasdaq.com/symbol/dva",NA
"885","DCP","DCP Midstream LP","12.7","$2.65B","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/dcp",NA
"886","DCP^B","DCP Midstream LP","17.14","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dcp^b",NA
"887","DCP^C","DCP Midstream LP","16.85","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dcp^c",NA
"888","DECK","Deckers Outdoor Corporation","251.21","$7.04B","1993","Consumer Non-Durables","Shoe Manufacturing","https://old.nasdaq.com/symbol/deck",NA
"889","DE","Deere & Company","234.81","$73.58B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/de",NA
"890","DEX","Delaware Enhanced Global Dividend","9.05","$108.67M","2007","n/a","n/a","https://old.nasdaq.com/symbol/dex",NA
"891","DDF","Delaware Investments Dividend & Income Fund, Inc.","8.31","$63.89M","1993","n/a","n/a","https://old.nasdaq.com/symbol/ddf",NA
"892","DKL","Delek Logistics Partners, L.P.","29.07","$1.26B","2012","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/dkl",NA
"893","DK","Delek US Holdings, Inc.","12.12","$892.73M","2017","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/dk",NA
"894","DELL","Dell Technologies Inc.","68.39","$51.07B","2018","Technology","Computer Manufacturing","https://old.nasdaq.com/symbol/dell",NA
"895","DAL","Delta Air Lines, Inc.","32.81","$20.93B","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/dal",NA
"896","DLX","Deluxe Corporation","24.92","$1.04B","n/a","Consumer Durables","Publishing","https://old.nasdaq.com/symbol/dlx",NA
"897","DEN","Denbury Inc.","17.06","$853M","2020","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/den",NA
"898","DBI","Designer Brands Inc.","6.14","$444.07M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/dbi",NA
"899","DESP","Despegar.com, Corp.","6.84","$478.43M","2017","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/desp",NA
"900","DB","Deutsche Bank AG","9.28","$19.09B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/db",NA
"901","DVN","Devon Energy Corporation","10.07","$3.85B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/dvn",NA
"902","DHX","DHI Group, Inc.","2.4","$127.02M","2007","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/dhx",NA
"903","DHT","DHT Holdings, Inc.","5.36","$915.48M","2005","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/dht",NA
"904","DEO","Diageo plc","141.23","$82.57B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/deo",NA
"905","DSSI","Diamond S Shipping Inc.","7.24","$292.79M","2019","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/dssi",NA
"906","DRH","Diamondrock Hospitality Company","5.38","$1.07B","2005","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/drh",NA
"907","DRH^A","Diamondrock Hospitality Company","26.045","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/drh^a",NA
"908","DSX","Diana Shipping inc.","1.45","$129.45M","2005","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/dsx",NA
"909","DSX^B","Diana Shipping inc.","23.49","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dsx^b",NA
"910","DKS","Dick&#39;s Sporting Goods Inc","60.76","$5.41B","2002","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/dks",NA
"911","DBD","Diebold Nixdorf Incorporated","8.65","$671.89M","n/a","Miscellaneous","Office Equipment/Supplies/Services","https://old.nasdaq.com/symbol/dbd",NA
"912","DMS","Digital Media Solutions, Inc.","7.33","n/a","2018","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/dms",NA
"913","DMS.WS","Digital Media Solutions, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dms.ws",NA
"914","DLR","Digital Realty Trust, Inc.","158.34","$44.14B","2004","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/dlr",NA
"915","DLR^C","Digital Realty Trust, Inc.","25.87","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dlr^c",NA
"916","DLR^G","Digital Realty Trust, Inc.","25.05","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dlr^g",NA
"917","DLR^J","Digital Realty Trust, Inc.","26.8","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dlr^j",NA
"918","DLR^K","Digital Realty Trust, Inc.","27.95","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dlr^k",NA
"919","DLR^L","Digital Realty Trust, Inc.","27.05","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dlr^l",NA
"920","DDS","Dillard&#39;s, Inc.","42.08","$941.63M","n/a","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/dds",NA
"921","DDT","Dillard&#39;s, Inc.","23.1","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/ddt",NA
"922","DIN","Dine Brands Global, Inc.","60.59","$994.83M","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/din",NA
"923","DFS","Discover Financial Services","64.89","$19.88B","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/dfs",NA
"924","DMYT","dMY Technology Group, Inc.","11.9","$342.13M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/dmyt",NA
"925","DMYT.U","dMY Technology Group, Inc.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/dmyt.u",NA
"926","DMYT.WS","dMY Technology Group, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dmyt.ws",NA
"927","DMYD","dMY Technology Group, Inc. II","9.895","$341.38M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/dmyd",NA
"928","DMYD.U","dMY Technology Group, Inc. II","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/dmyd.u",NA
"929","DMYD.WS","dMY Technology Group, Inc. II","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dmyd.ws",NA
"930","DLB","Dolby Laboratories","68.5","$6.89B","2005","Miscellaneous","Multi-Sector Companies","https://old.nasdaq.com/symbol/dlb",NA
"931","DG","Dollar General Corporation","220.98","$55.03B","2009","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/dg",NA
"932","D","Dominion Energy, Inc.","81.78","$68.71B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/d",NA
"933","DCUE","Dominion Energy, Inc.","104.92","n/a","2019","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/dcue",NA
"934","DRUA","Dominion Energy, Inc.","26.16","n/a","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/drua",NA
"935","DPZ","Domino&#39;s Pizza Inc","390.95","$15.38B","2004","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/dpz",NA
"936","UFS","Domtar Corporation","27.63","$1.52B","n/a","Basic Industries","Paper","https://old.nasdaq.com/symbol/ufs",NA
"937","DCI","Donaldson Company, Inc.","51.01","$6.45B","n/a","Capital Goods","Pollution Control Equipment","https://old.nasdaq.com/symbol/dci",NA
"938","DFIN","Donnelley Financial Solutions, Inc.","14.35","$485.45M","2016","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/dfin",NA
"939","LPG","Dorian LPG Ltd.","8.77","$447.46M","2014","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/lpg",NA
"940","DSL","DoubleLine Income Solutions Fund","16.4","$1.67B","2013","n/a","n/a","https://old.nasdaq.com/symbol/dsl",NA
"941","DBL","DoubleLine Opportunistic Credit Fund","19.25","$287.86M","2012","n/a","n/a","https://old.nasdaq.com/symbol/dbl",NA
"942","DLY","DoubleLine Yield Opportunities Fund","18.14","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/dly",NA
"943","PLOW","Douglas Dynamics, Inc.","36.83","$841.84M","2010","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/plow",NA
"944","DEI","Douglas Emmett, Inc.","25.66","$4.5B","2006","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/dei",NA
"945","DOV","Dover Corporation","113.08","$16.28B","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/dov",NA
"946","DVD","Dover Motorsports, Inc.","1.4","$50.95M","1996","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/dvd",NA
"947","DOW","Dow Inc.","49.36","$36.58B","2019","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/dow",NA
"948","RDY","Dr. Reddy&#39;s Laboratories Ltd","70.03","$11.62B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/rdy",NA
"949","DGNR","Dragoneer Growth Opportunities Corp.","11.4","$983.25M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/dgnr",NA
"950","DGNR.U","Dragoneer Growth Opportunities Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/dgnr.u",NA
"951","DGNR.WS","Dragoneer Growth Opportunities Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dgnr.ws",NA
"952","DRD","DRDGOLD Limited","12.77","$1.09B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/drd",NA
"953","DRQ","Dril-Quip, Inc.","24.69","$866.47M","1997","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/drq",NA
"954","DS","Drive Shack Inc.","1.18","$79.31M","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/ds",NA
"955","DS^B","Drive Shack Inc.","10.29","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ds^b",NA
"956","DS^C","Drive Shack Inc.","9.5899","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ds^c",NA
"957","DS^D","Drive Shack Inc.","10.25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ds^d",NA
"958","DTB","DTE Energy Company","25.55","n/a","2020","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/dtb",NA
"959","DTE","DTE Energy Company","120.29","$23.17B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/dte",NA
"960","DTJ","DTE Energy Company","25.74","n/a","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/dtj",NA
"961","DTP","DTE Energy Company","47.44","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/dtp",NA
"962","DTQ","DTE Energy Company","25.18","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/dtq",NA
"963","DTW","DTE Energy Company","26.81","n/a","2017","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/dtw",NA
"964","DTY","DTE Energy Company","26.39","n/a","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/dty",NA
"965","DCO","Ducommun Incorporated","35.56","$415.46M","n/a","Capital Goods","Military/Government/Technical","https://old.nasdaq.com/symbol/dco",NA
"966","DSE","Duff & Phelps Select MLP and Midstream Energy Fund","0.3861","$10.13M","2014","n/a","n/a","https://old.nasdaq.com/symbol/dse",NA
"967","DNP","Duff & Phelps Utilities Income, Inc.","10.17","$3.09B","1987","n/a","n/a","https://old.nasdaq.com/symbol/dnp",NA
"968","DTF","Duff & Phelps Utilities Tax-Free Income, Inc.","14.5499","$123.98M","1991","n/a","n/a","https://old.nasdaq.com/symbol/dtf",NA
"969","DUC","Duff & Phelps Utility & Corporate Bond Trust, Inc.","9.19","$252.68M","1993","n/a","n/a","https://old.nasdaq.com/symbol/duc",NA
"970","DPG","Duff & Phelps Utility and Infrastructure Fund Inc.","10.92","$414.19M","2011","n/a","n/a","https://old.nasdaq.com/symbol/dpg",NA
"971","DUK","Duke Energy Corporation","93.3","$68.62B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/duk",NA
"972","DUK^A","Duke Energy Corporation","28.29","n/a","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/duk^a",NA
"973","DUKB","Duke Energy Corporation","28.14","n/a","2018","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/dukb",NA
"974","DUKH","Duke Energy Corporation","26.21","n/a","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/dukh",NA
"975","DRE","Duke Realty Corporation","39.82","$14.76B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/dre",NA
"976","DNB","Dun & Bradstreet Holdings, Inc.","28.16","$11.91B","2020","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/dnb",NA
"977","DD","DuPont de Nemours, Inc.","59.31","$43.52B","2017","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/dd",NA
"978","DXC","DXC Technology Company","20.05","$5.1B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/dxc",NA
"979","DY","Dycom Industries, Inc.","66.99","$2.13B","n/a","Basic Industries","Water Supply","https://old.nasdaq.com/symbol/dy",NA
"980","DLNG","Dynagas LNG Partners LP","2.54","$90.46M","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/dlng",NA
"981","DLNG^A","Dynagas LNG Partners LP","21.3502","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dlng^a",NA
"982","DLNG^B","Dynagas LNG Partners LP","17.96","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dlng^b",NA
"983","DT","Dynatrace, Inc.","43.05","$12.1B","2019","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/dt",NA
"984","DX","Dynex Capital, Inc.","16.09","$372.33M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/dx",NA
"985","DX^B","Dynex Capital, Inc.","24.41","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dx^b",NA
"986","DX^C","Dynex Capital, Inc.","22.23","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dx^c",NA
"987","CTA^A","E.I. du Pont de Nemours and Company","87.97","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cta^a",NA
"988","CTA^B","E.I. du Pont de Nemours and Company","108.52","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cta^b",NA
"989","ELF","e.l.f. Beauty, Inc.","21.64","$1.1B","2016","Consumer Non-Durables","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/elf",NA
"990","EXP","Eagle Materials Inc","93.36","$3.9B","n/a","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/exp",NA
"991","ECC           ","Eagle Point Credit Company Inc.","9.49","$300.6M","2014","n/a","n/a","https://old.nasdaq.com/symbol/ecc",NA
"992","ECCB","Eagle Point Credit Company Inc.","24.89","n/a","2016","n/a","n/a","https://old.nasdaq.com/symbol/eccb",NA
